person,url
Ganjar,https://www.cnnindonesia.com/nasional/20221104194556-32-869749/hasto-anggap-isu-jokowi-rebut-ketum-pdip-cuma-dari-provokator-politik
Ganjar,https://www.cnnindonesia.com/nasional/20221104130222-32-869519/ganjar-pranowo-ogah-tinggalkan-pdip-partai-lain-lebih-baik
Ganjar,https://www.cnnindonesia.com/nasional/20221104113825-32-869497/mardiono-soal-kader-ppp-ke-anies-jangan-jalan-sendiri-sendiri
Ganjar,https://www.cnnindonesia.com/nasional/20221103121036-32-868984/ade-armando-ganjar-vs-anies-the-real-battle-di-pilpres-2024
Ganjar,https://www.cnnindonesia.com/nasional/20221103091145-32-868889/bambang-pacul-yakin-jokowi-tahu-balas-budi-mustahil-kudeta-megawati
Ganjar,https://www.cnnindonesia.com/nasional/20221102155305-32-868621/musra-relawan-di-palembang-prabowo-favorit-jenderal-dudung-mencuat
Ganjar,https://www.cnnindonesia.com/nasional/20221102090007-32-868378/johan-budi-saya-cuma-remah-remah-rengginang-di-pdip-yang-dukung-puan
Ganjar,https://www.cnnindonesia.com/nasional/20221102042552-32-868297/ganjar-soal-jokowi-ganti-mega-jangan-benturkan-presiden-dengan-pdip
Ganjar,https://www.cnnindonesia.com/nasional/20221101230046-32-868282/pdip-minta-ganjar-waspadai-relawan-yang-doakan-jokowi-gantikan-mega
Ganjar,https://www.cnnindonesia.com/nasional/20221101193839-32-868227/puan-soal-dewan-kolonel-kita-ikuti-perintah-ketua-umum-pdip
Ganjar,https://www.cnnindonesia.com/nasional/20221101143134-32-868045/ppp-akui-sejumlah-kader-lebih-setuju-anies-jadi-capres-2024
Ganjar,https://www.cnnindonesia.com/nasional/20221101133637-32-868007/ganjar-mania-soal-wacana-jokowi-ketum-pdip-adu-domba-dan-kampungan
Ganjar,https://www.cnnindonesia.com/nasional/20221031175441-32-867677/golkar-respons-klaim-pan-soal-kib-pertimbangkan-usung-ganjar
Ganjar,https://www.cnnindonesia.com/nasional/20221031163040-32-867638/projo-soal-doa-jokowi-jadi-ketum-pdip-adu-domba-dan-menyesatkan
Erick Thohir,https://www.cnnindonesia.com/olahraga/20221113150451-142-873106/najwa-shihab-dan-erick-thohir-favorit-calon-ketua-pssi-versi-survei
Erick Thohir,https://www.cnnindonesia.com/olahraga/20221113013201-142-872959/john-terry-puji-indonesia-kalian-semua-fantastis
Erick Thohir,https://www.cnnindonesia.com/olahraga/20221112204556-142-872941/nesta-merasa-takjub-dan-spesial-saat-lawan-terry-di-laga-ekshibisi
Erick Thohir,https://www.cnnindonesia.com/nasional/20221111233926-32-872744/surya-paloh-tunggu-jokowi-bilang-pilpres-2024-jatah-anies-baswedan
Erick Thohir,https://www.cnnindonesia.com/olahraga/20221111131125-142-872505/john-terry-borong-tas-rotan-di-sarinah-alessandro-nesta-cuci-mata
Erick Thohir,https://www.cnnindonesia.com/nasional/20221110181915-32-872225/zulkifli-hasan-puji-erick-thohir-pekerja-keras-dibutuhkan-negeri
Erick Thohir,https://www.cnnindonesia.com/nasional/20221110183434-32-872238/sekjen-pdip-gelar-pertemuan-tertutup-dengan-khofifah-di-jatim
Erick Thohir,https://www.cnnindonesia.com/ekonomi/20221110181941-92-872226/erick-thohir-luncurkan-buku-biografi-hasil-obrolan-warung-kopi
Erick Thohir,https://www.cnnindonesia.com/nasional/20221110033952-32-871789/hasil-musra-relawan-jokowi-di-kepri-ganjar-unggul-telak
Erick Thohir,https://www.cnnindonesia.com/nasional/20221109193730-32-871734/hasil-musra-relawan-jokowi-di-sumbar-prabowo-capres-terfavorit
Erick Thohir,https://www.cnnindonesia.com/ekonomi/20221109210225-97-871764/erick-thohir-pastikan-kesiapan-bumn-dukung-dan-sukseskan-g20
Erick Thohir,https://www.cnnindonesia.com/hiburan/20221107163409-234-870641/iwan-fals-komentari-hasil-survei-cawapres-rk-dan-sandi-akur-nih
